Carrier Code,Status,Name,Scac,Carrier Type,Type Description,Type Group
RM788588,X,KEVIN MARTINEZ TRUCKING LLC,K028,CON,CONTRACT FLEET,Trucklo
RM788615,X,C and R TRANSPORT,S241,CON,CONTRACT FLEET,Trucklo
RM788628,X,JETSET EXPRESS INC,J324,CON,CONTRACT FLEET,Trucklo
RM788636,X,LF EXPRESS INC,U764,CON,CONTRACT FLEET,Trucklo
RM789136,X,TONY S PRODUCE INC,L709,CON,CONTRACT FLEET,Trucklo
RM789138,A,GARRAM TRANSPORT LLC,U183,CON,CONTRACT FLEET,Trucklo
RM789140,A,ATLAS TRANS INC,S112,CON,CONTRACT FLEET,Trucklo
RM789142,X,L and S TRANSPORTATION LLC,N497,CON,CONTRACT FLEET,Trucklo
RM789150,X,FROZZA TRUCKING LLC,M471,CON,CONTRACT FLEET,Trucklo
RM789175,X,RTE TRANSPORT LLC,E179,CON,CONTRACT FLEET,Trucklo
RM789184,A,K SALEH TRUCKING,E321,CON,CONTRACT FLEET,Trucklo
RM789186,X,BBW EXPRESS INC,E799,CON,CONTRACT FLEET,Trucklo
RM789203,X,SOUTH FLORIDA TRANSPORTATION G,E085,CON,CONTRACT FLEET,Trucklo
RM789233,X,SHELLAZ LLC,U368,CON,CONTRACT FLEET,Trucklo
RM789245,X,NEW CHAPTER TRANSPORT SERVICES,J824,CON,CONTRACT FLEET,Trucklo
RM789259,X,MERANTE TRUCKING LLC,L167,CON,CONTRACT FLEET,Trucklo
RM789274,X,NEWPORT TRANSPORTATION LLC,U101,CON,CONTRACT FLEET,Trucklo
RM78928,A,TEPER TRANSPORTATION- INC.,A569,CON,CONTRACT FLEET,Trucklo
RM789327,X,WARDEN HOTSHOT EXPRESS LLC.,M753,CON,CONTRACT FLEET,Trucklo
RM789332,X,ROADLINK PRO INC,0372,CON,CONTRACT FLEET,Trucklo
RM789465,A,GOOD TRIP INC,E889,CON,CONTRACT FLEET,Trucklo
RM789492,A,TOSA TRUCKING LLC,0612,CON,CONTRACT FLEET,Trucklo
RM789493,X,KAILEY TRUCKING INC,V484,CON,CONTRACT FLEET,Trucklo
RM789512,X,ALLBRITTON LOGISTICS LLC,L797,CON,CONTRACT FLEET,Trucklo
RM789525,X,YMA TRANSPORT SERVICES CORP,J898,CON,CONTRACT FLEET,Trucklo
RM789533,X,STARLINE LOGISTICS LLC,V490,CON,CONTRACT FLEET,Trucklo
RM789547,X,CARIBBEAN TRANSPORT- LLC,V328,CON,CONTRACT FLEET,Trucklo
RM789599,X,VELOCITY TRANSPORT INC,J374,CON,CONTRACT FLEET,Trucklo
RM789627,X,YOUNG GRASSHOPPER TRANSPORTATI,J980,CON,CONTRACT FLEET,Trucklo
RM789715,X,TRUSTED and UNITED TRANSPORT I,E075,CON,CONTRACT FLEET,Trucklo
RM789997,X,AM PM LOGISTICS LLC,J970,CON,CONTRACT FLEET,Trucklo
RM790433,X,ENI TRANSPORT LLC,ZP25,CON,CONTRACT FLEET,Trucklo
RM790454,X,CANTOR TRUCKING,J466,CON,CONTRACT FLEET,Trucklo
RM790695,X,ATL,E984,CON,CONTRACT FLEET,Trucklo
RM790822,X,HARRY TRUCKING,K396,CON,CONTRACT FLEET,Trucklo
RM790982,X,PUNJAB EXPRESS INC.,E846,CON,CONTRACT FLEET,Trucklo
RM790992,A,STEWARTS LOGISTICS LLC,2031,CON,CONTRACT FLEET,Trucklo
RM791097,X,FDM LOGISTICS LLC,A555,CON,CONTRACT FLEET,Trucklo
RM79124,A,EP FREIGHT SERVICES,1981,CON,CONTRACT FLEET,Trucklo
RM7915,X,GARDENSCAPE TRANSPORT- INC.,GSCP,CON,CONTRACT FLEET,Trucklo
RM79193,X,CLINTON PAYTON,J307,CON,CONTRACT FLEET,Trucklo
RM79194,X,JAY S TRANSFER,E306,CON,CONTRACT FLEET,Trucklo
RM791989,X,TRANSPORT CARRIER INC,E149,CON,CONTRACT FLEET,Trucklo
RM792001,X,SKY HAULERS LLC,E774,CON,CONTRACT FLEET,Trucklo
RM792048,X,ANGELINE TRANSPORT LLC,J727,CON,CONTRACT FLEET,Trucklo
RM792049,X,REY LOGISTICS INC.,REYL,CON,CONTRACT FLEET,Trucklo
RM792054,X,TRUE FREIGHT- LLC,V212,CON,CONTRACT FLEET,Trucklo
RM792062,X,M. A. M. EXPRESS FREIGHT- LLC,J704,CON,CONTRACT FLEET,Trucklo
RM792067,A,H and O TRUCKING SERVICES INC,K515,CON,CONTRACT FLEET,Trucklo
RM792108,A,STALLION LOGISTICS LLC,1622,CON,CONTRACT FLEET,Trucklo
RM792129,X,NPN LOGISTICS INC.,A702,CON,CONTRACT FLEET,Trucklo
RM792187,X,VRB CARRIERS INC,V317,CON,CONTRACT FLEET,Trucklo
RM792191,X,FILPO TRUCKING LLC,N349,CON,CONTRACT FLEET,Trucklo
RM792652,X,AP TRUCKING CORP,N701,CON,CONTRACT FLEET,Trucklo
RM792665,X,PREET LOGISTICS LLC,K196,CON,CONTRACT FLEET,Trucklo
RM792688,X,T and L TRUCKING LLC,S553,CON,CONTRACT FLEET,Trucklo
RM792699,A,GLOBE TRANS LLC,N437,CON,CONTRACT FLEET,Trucklo
RM792706,X,STIRK COMPRESSED NATURAL GAS,STMR,CON,CONTRACT FLEET,Trucklo
RM792722,X,BLESS ME  LLC,L058,CON,CONTRACT FLEET,Trucklo
RM792760,X,PANAMERICAN FREIGHTS LLC,1640,CON,CONTRACT FLEET,Trucklo
RM792779,A,FLASH LOGISTICS INC,E764,CON,CONTRACT FLEET,Trucklo
RM792783,X,JR JACKSON TRANSPORT LLC,N304,CON,CONTRACT FLEET,Trucklo
RM792800,X,DREAMLINE,E549,CON,CONTRACT FLEET,Trucklo
RM792806,A,ULTIMATE FLEET SERVICE INC,E182,BRO,BROKER,Trucklo
RM792843,X,ALLIED TRUCKING INC.,S931,CON,CONTRACT FLEET,Trucklo
RM792862,X,TWO BROTHERS TRANSPORT CORP,B676,CON,CONTRACT FLEET,Trucklo
RM792871,X,SOLOMONS FREIGHT LINES,M499,CON,CONTRACT FLEET,Trucklo
RM792873,X,GLOBAL CARGO,E931,CON,CONTRACT FLEET,Trucklo
RM793778,A,SWAICH INC,M094,CON,CONTRACT FLEET,Trucklo
RM793796,X,B and M LOGISTICS INC,J982,CON,CONTRACT FLEET,Trucklo
RM793797,X,SP HOTSHOT LLC,SPXM,CON,CONTRACT FLEET,Trucklo
RM793815,X,J and R TRUCKING,K439,CON,CONTRACT FLEET,Trucklo
RM793884,X,REBEL TRANSPORT- LLC,E498,CON,CONTRACT FLEET,Trucklo
RM793971,X,L K LOGISTIC,E650,CON,CONTRACT FLEET,Trucklo
RM794477,X,BROWNS LOGISTICS LLC,L771,CON,CONTRACT FLEET,Trucklo
RM79450,A,JORGABY FREIGHT SERVICES LLC,K721,BRO,BROKER,Trucklo
RM794538,X,TIGAR INC,E205,CON,CONTRACT FLEET,Trucklo
RM794585,X,NOOH TRANSPORT LLC,M784,CON,CONTRACT FLEET,Trucklo
RM794607,X,AMEX TRANSPORT INC,N851,CON,CONTRACT FLEET,Trucklo
RM794610,X,AVB TRUCKING INC,S757,CON,CONTRACT FLEET,Trucklo
RM794615,A,SANTA BARBARA SERVICES LLC,7549,CON,CONTRACT FLEET,Trucklo
RM795009,X,GOOD FAITH TRANSPORTATION LLC,N378,CON,CONTRACT FLEET,Trucklo
RM795012,X,BIG STAR  TRANSPORTATION,M577,CON,CONTRACT FLEET,Trucklo
RM795913,A,KABIR TRUCKS LLC,0973,CON,CONTRACT FLEET,Trucklo
RM795918,X,JOCO LLC,E199,CON,CONTRACT FLEET,Trucklo
RM795925,X,BAY AREA EXRESS LOGISTICS,E238,CON,CONTRACT FLEET,Trucklo
RM79614,X,C.D.C. TRANSPORTATION- INC,4682,CON,CONTRACT FLEET,Trucklo
RM796381,X,ABT BROTHERS LLC,K227,CON,CONTRACT FLEET,Trucklo
RM796382,X,L.A.D.S TRANSPORT LLC,J880,CON,CONTRACT FLEET,Trucklo
RM796442,X,BRAVO LOGISTICS LLC,K831,CON,CONTRACT FLEET,Trucklo
RM796449,X,LESTER S TRANSMISSION and TOWI,E151,CON,CONTRACT FLEET,Trucklo
RM796461,X,STALLION RYDER LLC,S536,CON,CONTRACT FLEET,Trucklo
RM796485,X,SHAMS TRANSPORT LLC,M396,CON,CONTRACT FLEET,Trucklo
RM796514,X,CABELLO TRUCKING CORP,V398,CON,CONTRACT FLEET,Trucklo
RM796549,X,MANAKI EXPRESS LLC,S120,CON,CONTRACT FLEET,Trucklo
RM796560,X,JESUS ALBERTO GIRON,L107,CON,CONTRACT FLEET,Trucklo
RM796564,X,TITANIC MT TRANSPORT LLC,S493,CON,CONTRACT FLEET,Trucklo
RM796611,X,AKAL TRUCKING,N482,CON,CONTRACT FLEET,Trucklo
RM796617,X,MBJN TRANS INC,N571,CON,CONTRACT FLEET,Trucklo
RM796985,X,MYP TRANSPORT INC,E156,CON,CONTRACT FLEET,Trucklo
RM797017,X,SOLID LOGISTICS INC LLC,S369,CON,CONTRACT FLEET,Trucklo
RM797018,X,SAN MARTIN TRUCKING LLC,E224,CON,CONTRACT FLEET,Trucklo
RM797041,A,WEST COAST INTERSTATE LLC,7478,CON,CONTRACT FLEET,Trucklo
RM797102,X,TRIPLE MS TRUCKING LLC,S152,CON,CONTRACT FLEET,Trucklo
RM797108,X,MCCLUNEY TRUCKING- INC.,E304,CON,CONTRACT FLEET,Trucklo
RM797127,X,MOPABA EXPRESS,,CON,CONTRACT FLEET,Trucklo
RM797130,X,YGA TRANSPORT LLC,E852,CON,CONTRACT FLEET,Trucklo
RM797190,X,C and G DELIVERY LLC,L886,CON,CONTRACT FLEET,Trucklo
RM797257,X,BSB TRANSPORT INC,U881,CON,CONTRACT FLEET,Trucklo
RM797264,X,SERMENOS TRANSPORT LLC,L194,CON,CONTRACT FLEET,Trucklo
RM797288,X,HOTSTAR TRANSPORTATION LLC,U047,CON,CONTRACT FLEET,Trucklo
RM797311,X,II KINGS CORP,L016,CON,CONTRACT FLEET,Trucklo
RM797318,A,FREIGHT INTERNATIONAL LLC,K883,CON,CONTRACT FLEET,Trucklo
RM797537,X,WILLIE G S TRANSPORT CORP,U861,CON,CONTRACT FLEET,Trucklo
RM797607,X,J and J S LEADING TRANSPORT- L,K300,CON,CONTRACT FLEET,Trucklo
RM797612,A,COAST TO COAST TRUCKING INC,U542,CON,CONTRACT FLEET,Trucklo
RM797624,X,ELLEN TRUCKING  LLC,K701,CON,CONTRACT FLEET,Trucklo
RM797673,X,GSI TRUCKING,E276,CON,CONTRACT FLEET,Trucklo
RM797674,X,USA-CT EXPRESS LLC,1620,CON,CONTRACT FLEET,Trucklo
RM797687,X,NIETOS and SON S TRUCKING LLC,E809,CON,CONTRACT FLEET,Trucklo
RM797726,A,FRESNO TRANSPORT,N253,CON,CONTRACT FLEET,Trucklo
RM797732,X,TERCIO TRANSPORT LLC,K049,CON,CONTRACT FLEET,Trucklo
RM79810,X,OLDENS THREE D TRUCKING,S402,CON,CONTRACT FLEET,Trucklo
RM798174,A,TROY DAVIS TRUCKING,0573,CON,CONTRACT FLEET,Trucklo
RM798176,X,GLOBAL CARRIERS INC,M619,CON,CONTRACT FLEET,Trucklo
RM798206,X,ARROW SHIPPING LLC,J187,CON,CONTRACT FLEET,Trucklo
RM798264,X,JASONI TRANSPORTATION INC,S078,CON,CONTRACT FLEET,Trucklo
RM798270,X,YT TRUCKING INC.,L724,CON,CONTRACT FLEET,Trucklo
RM798303,A,V and H LOGISTICS- INC.,A184,CON,CONTRACT FLEET,Trucklo
RM79833,X,PHIL MUNCY ENTERPRISES INC,E901,CON,CONTRACT FLEET,Trucklo
RM798392,X,DONGXU CORP,K992,CON,CONTRACT FLEET,Trucklo
RM798400,X,2TALL LOGISTICS LLC,L630,CON,CONTRACT FLEET,Trucklo
RM798408,X,NAVARRO TRUCKING,E661,CON,CONTRACT FLEET,Trucklo
RM798409,X,WILLIAM REID THOMSON,THWR,CON,CONTRACT FLEET,Trucklo
RM798416,X,QUIZICAL LOGISTICS LLC,K083,CON,CONTRACT FLEET,Trucklo
RM798437,A,OJ CHITOWN EXPRESS LLC,A085,CON,CONTRACT FLEET,Trucklo
RM798894,A,DAP TRANS LLC,U287,CON,CONTRACT FLEET,Trucklo
RM798913,X,RAMOS TRANSPORT INC,M270,CON,CONTRACT FLEET,Trucklo
RM798923,X,ALL AMERICA TRANSPORTATION- LL,0038,CON,CONTRACT FLEET,Trucklo
RM798926,X,AA and F TRANSPORT LLC,N746,CON,CONTRACT FLEET,Trucklo
RM79893,A,KHEHRA TRUCKING INC,KHEH,CON,CONTRACT FLEET,Trucklo
RM79894,X,LIP TRUCKING,V638,CON,CONTRACT FLEET,Trucklo
RM798943,A,GSV EXPRESS INC,K657,CON,CONTRACT FLEET,Trucklo
RM798952,X,JCP GROUP LLC,J380,CON,CONTRACT FLEET,Trucklo
RM798953,X,OPTIMUS TRANSPORT SOLUTIONS IN,E611,CON,CONTRACT FLEET,Trucklo
RM798959,X,CS MORRISON LLC,K459,CON,CONTRACT FLEET,Trucklo
RM798965,X,AUTO TRANSPORT TEAM I LLC,J427,CON,CONTRACT FLEET,Trucklo
RM798977,X,ALARA EXPRESS LLC,N255,CON,CONTRACT FLEET,Trucklo
RM799214,X,PHOENIX INTERNATIONAL ENTERPRI,V099,CON,CONTRACT FLEET,Trucklo
RM799226,X,KAMS TRUCKING LLC,S695,CON,CONTRACT FLEET,Trucklo
RM80007,X,R R TRANSPORT,8027,CON,CONTRACT FLEET,Trucklo
RM800125,X,RICHARD W ARP TRUCKING,N614,CON,CONTRACT FLEET,Trucklo
RM800574,X,READY 2 GO FREIGHT LLC,E232,CON,CONTRACT FLEET,Trucklo
RM800583,X,SEVEN SONS LOGISTICS- LLC,N281,CON,CONTRACT FLEET,Trucklo
RM800601,X,MERCY LOGISTICS INC,U218,CON,CONTRACT FLEET,Trucklo
RM800638,A,J.O.B. TRANSPORT INC.,K475,CON,CONTRACT FLEET,Trucklo
RM800675,A,CAPITAN EXPRESS CORP,U131,CON,CONTRACT FLEET,Trucklo
RM800693,A,RED and BLACK INCORPORATED,E437,CON,CONTRACT FLEET,Trucklo
RM800731,A,AWARD EXPRESS LLC,0978,CON,CONTRACT FLEET,Trucklo
RM800735,A,ALM MORALES TRUCKING LLC,U980,CON,CONTRACT FLEET,Trucklo
RM800766,A,ABE TRUCKING,U840,CON,CONTRACT FLEET,Trucklo
RM801238,X,EAGLE ONE TRUCKING LLC,L976,CON,CONTRACT FLEET,Trucklo
RM801245,A,GRANITE BAY TRANSPORT,3597,CON,CONTRACT FLEET,Trucklo
RM801247,X,PINNACLE HEAVY HAUL INC,PHHE,CON,CONTRACT FLEET,Trucklo
RM801262,X,ALM TRANSPORTATION,E702,CON,CONTRACT FLEET,Trucklo
RM801274,A,BEE LINE TRANSPORT,E596,CON,CONTRACT FLEET,Trucklo
RM801379,A,MPS TRANS,E259,CON,CONTRACT FLEET,Trucklo
RM801718,X,STAY DA PATH TRUCKING LLC,N348,CON,CONTRACT FLEET,Trucklo
RM801729,A,CHACON TRANSPORT INC,J839,CON,CONTRACT FLEET,Trucklo
RM801808,A,C and M TRANSPORTATION,C155,CON,CONTRACT FLEET,Trucklo
RM801819,A,SD TRANSPORTATION LLC,7840,CON,CONTRACT FLEET,Trucklo
RM80182,A,TITO S TRUCKING LLC,L446,CON,CONTRACT FLEET,Trucklo
RM801862,X,P and K XPRESS INC,E254,CON,CONTRACT FLEET,Trucklo
RM801875,A,DLTM LOGISTICS LLC,L413,CON,CONTRACT FLEET,Trucklo
RM801888,X,ROYCE S SOUTHERN TRANSPORT,K805,CON,CONTRACT FLEET,Trucklo
RM801909,A,L and M NATIONAL TRANSPORTATIO,L096,CON,CONTRACT FLEET,Trucklo
RM801946,A,SALAZAR TRUCKING INC,K854,CON,CONTRACT FLEET,Trucklo
RM802331,A,46 LOGISTICS INC,3281,CON,CONTRACT FLEET,Trucklo
RM802346,X,FAITH FULL FREIGHT- LLC,J258,CON,CONTRACT FLEET,Trucklo
RM802389,A,BLESSED TRUCKING LLC,U440,CON,CONTRACT FLEET,Trucklo
RM802419,A,BG TAYLOR TRUCKING LLC,M356,CON,CONTRACT FLEET,Trucklo
RM802443,A,MUSAKAS TRANSPORT LLC,S444,CON,CONTRACT FLEET,Trucklo
RM802444,X,HONGYUE TRUCKING INC,E872,CON,CONTRACT FLEET,Trucklo
RM802475,A,K and C LOGISTICS LLC,J645,CON,CONTRACT FLEET,Trucklo
RM802482,X,BUTLER EXPRESS CARRIERS LLC,2587,CON,CONTRACT FLEET,Trucklo
RM802490,A,CAMARA AND BROTHERS EXPRESS DE,L693,CON,CONTRACT FLEET,Trucklo
RM802920,A,R P TRUCKING,S113,CON,CONTRACT FLEET,Trucklo
RM802932,A,MILLENNIUM IRG  INC,J813,CON,CONTRACT FLEET,Trucklo
RM802962,A,AB LOGISTIC SOLUTION LLC,M666,CON,CONTRACT FLEET,Trucklo
RM802966,A,GMW TRUCKING LLC,U242,CON,CONTRACT FLEET,Trucklo
RM802999,X,NORTHWEST TRANSPORT,E614,CON,CONTRACT FLEET,Trucklo
RM803028,A,STARWAY TRUCKING INC,J881,CON,CONTRACT FLEET,Trucklo
RM803044,A,US ASKO INC,L134,CON,CONTRACT FLEET,Trucklo
RM803090,A,NATURAL STAR INC.,NRSN,CON,CONTRACT FLEET,Trucklo
RM803220,X,MR 2 TRUCKING- LLC,L796,CON,CONTRACT FLEET,Trucklo
RM803260,A,FASTWAY CARGO INC,L063,CON,CONTRACT FLEET,Trucklo
RM80392,A,PAUL EXPRESS- INC.,K486,CON,CONTRACT FLEET,Trucklo
RM80482,X,ROGUE TRANSPORTATION- LLC,7447,CON,CONTRACT FLEET,Trucklo
RM804992,A,HOPKINS ALLIANCE LLC,J124,CON,CONTRACT FLEET,Trucklo
RM805003,A,DMD GROUP LLC,S219,CON,CONTRACT FLEET,Trucklo
RM805006,A,SALAZAR TRUCKING,N196,CON,CONTRACT FLEET,Trucklo
RM805019,A,ARTUDIANTI INC,J616,CON,CONTRACT FLEET,Trucklo
RM805020,A,AV FLEET LLC,J579,CON,CONTRACT FLEET,Trucklo
RM805034,X,LOGISTICS 360 LLC,E448,CON,CONTRACT FLEET,Trucklo
RM80504,A,G and J TRUCKING,L618,CON,CONTRACT FLEET,Trucklo
RM805042,X,SAFE LIN INC,M640,CON,CONTRACT FLEET,Trucklo
RM805069,A,MACK TRANSPORT,E622,CON,CONTRACT FLEET,Trucklo
RM805074,A,BAFI TRUCKING LLC,S225,CON,CONTRACT FLEET,Trucklo
RM805090,A,PAWAN TRANSPORT INC,V482,CON,CONTRACT FLEET,Trucklo
RM805093,X,SIMRAN TRUCKING,K990,CON,CONTRACT FLEET,Trucklo
RM805112,A,UNIQUALITY,1817,CON,CONTRACT FLEET,Trucklo
RM805186,A,D and R FREIGHT LLP,J882,CON,CONTRACT FLEET,Trucklo
RM805597,X,ROADSTAR CARRIERS INC,E636,CON,CONTRACT FLEET,Trucklo
RM805606,A,NUEVO TRANSPORTE INC,E528,CON,CONTRACT FLEET,Trucklo
RM805608,A,MESSENGER 911 INC,E288,CON,CONTRACT FLEET,Trucklo
RM805645,X,MCCORMICK TRANSPORTATION INC,J327,CON,CONTRACT FLEET,Trucklo
RM80567,A,BILLY  D.  TRUCKING-   LLC,M276,CON,CONTRACT FLEET,Trucklo
RM805763,A,QUANTA MOTOR LINES INC,M870,CON,CONTRACT FLEET,Trucklo
RM806216,A,DL TRUCKING CORP,J133,CON,CONTRACT FLEET,Trucklo
RM806222,A,ASLEY LOGISTICS LLC,J497,CON,CONTRACT FLEET,Trucklo
RM806250,A,CENTRAL OHIO TRANSIT LLC,0888,CON,CONTRACT FLEET,Trucklo
RM806294,X,357 MANGRUM HAULING-  LLC,S848,CON,CONTRACT FLEET,Trucklo
RM806300,A,HES TRANSPORT INC,B349,CON,CONTRACT FLEET,Trucklo
RM806310,A,DAYSKY TRUCKING LLC,U982,CON,CONTRACT FLEET,Trucklo
RM806326,A,L and J TRUCKING LLC,M805,CON,CONTRACT FLEET,Trucklo
RM806328,A,V.A.N. LOGISTICS INC.,M042,CON,CONTRACT FLEET,Trucklo
RM806385,A,FULL SAIL TRANSPORT- LLC,U432,CON,CONTRACT FLEET,Trucklo
RM806408,A,XOLOTLAN LOGISTICS- LLC.,XLLG,CON,CONTRACT FLEET,Trucklo
RM806421,A,G R EXPRESS INC,N126,CON,CONTRACT FLEET,Trucklo
RM806609,A,TERA LOGISTICS INC,5177,CON,CONTRACT FLEET,Trucklo
RM806630,A,E 3 TRUCKING- LLC,N600,CON,CONTRACT FLEET,Trucklo
RM806639,X,METAL TRUCK,E340,CON,CONTRACT FLEET,Trucklo
RM806686,A,LG ROAD LOGISTICS LLC,U859,CON,CONTRACT FLEET,Trucklo
RM806721,X,TRX EXPRESS INC,7420,CON,CONTRACT FLEET,Trucklo
RM806729,A,SEGG S TRUCKING- LLC,L684,CON,CONTRACT FLEET,Trucklo
RM806739,A,JAB TRANSPORT LLC,S713,CON,CONTRACT FLEET,Trucklo
RM806817,A,USASIA TRANSPORT LLC,B315,CON,CONTRACT FLEET,Trucklo
RM80682,A,WESTERN TRANSPORTATION LLC,7505,CON,CONTRACT FLEET,Trucklo
RM807308,X,IEX XPRESS INC,J439,CON,CONTRACT FLEET,Trucklo
RM807466,A,CB TRANSPORTATION INC,E334,CON,CONTRACT FLEET,Trucklo
RM807482,A,PALM COAST EXPRESS LLC,M498,CON,CONTRACT FLEET,Trucklo
RM807484,A,J A M TRUCKING,J532,CON,CONTRACT FLEET,Trucklo
RM807582,A,PNP LOGISTICS- LLC,U895,CON,CONTRACT FLEET,Trucklo
RM807684,X,B GARZA TRANSPORT LLC,U984,CON,CONTRACT FLEET,Trucklo
RM807686,A,TRUCK FREIGHT LLC,S461,CON,CONTRACT FLEET,Trucklo
RM807719,A,FALCON TRANSIT INC,S102,CON,CONTRACT FLEET,Trucklo
RM808413,A,M and M TRUCKING &AMP; TRANSPO,J167,CON,CONTRACT FLEET,Trucklo
RM80846,A,MLK TRUCKING LLC,U362,CON,CONTRACT FLEET,Trucklo
RM808785,X,A 2 Z UNIVERSAL INC,M904,CON,CONTRACT FLEET,Trucklo
RM808823,X,CARZA INC,J219,CON,CONTRACT FLEET,Trucklo
RM808884,X,ABN TRANSPORT INC,K886,CON,CONTRACT FLEET,Trucklo
RM808957,X,ROAD RULES LOGISTICS INC,E570,CON,CONTRACT FLEET,Trucklo
RM809304,A,OTTAL EXPRESS INC,0122,CON,CONTRACT FLEET,Trucklo
RM809309,X,UHAZ LLC,S071,CON,CONTRACT FLEET,Trucklo
RM809318,A,ALL CITY EXPRESS LLC,K897,CON,CONTRACT FLEET,Trucklo
RM809323,X,ELITE CARRIERS LLC,ECRE,CON,CONTRACT FLEET,Trucklo
RM809326,A,ROKAS COMPANY,J822,CON,CONTRACT FLEET,Trucklo
RM809352,A,PSG,M109,CON,CONTRACT FLEET,Trucklo
RM809353,A,GO TRUCKING I- INC.,E717,CON,CONTRACT FLEET,Trucklo
RM809355,A,METRO XPRESS LLC,L580,CON,CONTRACT FLEET,Trucklo
RM809360,X,JP HAULING LLC,S718,CON,CONTRACT FLEET,Trucklo
RM809462,X,S and N INSPIRATIONAL TRUCKING,S666,CON,CONTRACT FLEET,Trucklo
RM809512,A,FEET UP EXPRESS,L009,CON,CONTRACT FLEET,Trucklo
RM809539,A,HAZARA TRANSPORT LLC,K895,CON,CONTRACT FLEET,Trucklo
RM809541,X,AMERICAN COURIER and TRUCKING,E375,CON,CONTRACT FLEET,Trucklo
RM809562,A,EMELIAS TRANSPORT,S456,CON,CONTRACT FLEET,Trucklo
RM809572,A,M D GUILLA LOGISTICS INC,M235,CON,CONTRACT FLEET,Trucklo
RM809586,A,RAR INLINE TRUCKING LLC,K165,CON,CONTRACT FLEET,Trucklo
RM80993,A,D.S. EXPRESS,7411,CON,CONTRACT FLEET,Trucklo
RM809937,A,ANT TRANSPORT- LLC,A363,CON,CONTRACT FLEET,Trucklo
RM809941,A,LATYSH TRANSPORT- INC.,U717,CON,CONTRACT FLEET,Trucklo
RM809947,A,TRI STARS LOGISTICS- INC.,E992,CON,CONTRACT FLEET,Trucklo
RM810069,X,HOSKINS EXPRESS LLC,E703,CON,CONTRACT FLEET,Trucklo
RM810088,A,G B T ROADLINES INC,S026,CON,CONTRACT FLEET,Trucklo
RM810164,X,AGW LOGISTICS LLC,J937,CON,CONTRACT FLEET,Trucklo
RM81020,A,K W CECIL TRANSPORT,N686,CON,CONTRACT FLEET,Trucklo
RM810533,A,VP SAHARA TRANSPORT LLC,M136,CON,CONTRACT FLEET,Trucklo
RM810537,A,ADVANCED TRUCKING LLC,E869,CON,CONTRACT FLEET,Trucklo
RM810538,A,CHARLESTRUCKINGLLC,M130,CON,CONTRACT FLEET,Trucklo
RM810615,X,KAMAZ SERVICES INC,E385,CON,CONTRACT FLEET,Trucklo
RM810616,X,POLARIS TRUCKING- LLC,J192,CON,CONTRACT FLEET,Trucklo
RM810624,A,LIL ROCK ENTERPRISES INC,E529,CON,CONTRACT FLEET,Trucklo
RM810636,A,VEGA WAY INC,U210,CON,CONTRACT FLEET,Trucklo
RM810703,A,YODER TRANSPORTATION LLC,J560,CON,CONTRACT FLEET,Trucklo
RM810716,A,SKYWAYS LOGISTICS LLC,J073,CON,CONTRACT FLEET,Trucklo
RM810725,X,UZ EXPRESS,L257,CON,CONTRACT FLEET,Trucklo
RM810737,A,PORTMAN LOGISTICS,J314,CON,CONTRACT FLEET,Trucklo
RM810742,A,STEPHIE JO- INC,E400,CON,CONTRACT FLEET,Trucklo
RM810743,A,KING CARGO LTD,N455,CON,CONTRACT FLEET,Trucklo
RM81105,A,FLORIDA CARRIERS and BROKER SE,7717,CON,CONTRACT FLEET,Trucklo
RM811075,X,D and A TRANSPORT CORP,J007,CON,CONTRACT FLEET,Trucklo
RM811099,A,A.D. ROMERO S TRUCKING,M120,CON,CONTRACT FLEET,Trucklo
RM811243,X,REGIONAL TRUCKING COMPANY LLC,0161,CON,CONTRACT FLEET,Trucklo
RM811486,X,KINGSWAY TRANSPORTATION LLC,L188,CON,CONTRACT FLEET,Trucklo
RM811507,X,SCHROEDER FARMS and MORE- LLC,B614,CON,CONTRACT FLEET,Trucklo
RM811523,A,INVESMAX LTD,N592,CON,CONTRACT FLEET,Trucklo
RM811909,X,JTS EXPRESS INC.,N219,CON,CONTRACT FLEET,Trucklo
RM811956,A,SUZIE ZAMORA TRANSPORT LLC,S210,CON,CONTRACT FLEET,Trucklo
RM811965,X,AMERICAN AUTO CARRIERS LLC,L819,CON,CONTRACT FLEET,Trucklo
RM812001,X,US SMART TRUCKING INC,B829,CON,CONTRACT FLEET,Trucklo
RM812005,X,3D DELIVERY SERVICE LLC,J883,CON,CONTRACT FLEET,Trucklo
RM812671,A,FIVE STAR CARRIER XPRESS INC,U027,CON,CONTRACT FLEET,Trucklo
RM813192,A,SUMMA LOGISTICS INC,1908,CON,CONTRACT FLEET,Trucklo
RM813388,A,BNSN TRANSPORT LLC,BNNL,CON,CONTRACT FLEET,Trucklo
RM813436,A,FMJ TRUCKING INC.,N794,CON,CONTRACT FLEET,Trucklo
RM813446,X,TRANSPORTES D and I,K476,CON,CONTRACT FLEET,Trucklo
RM813453,A,AMG FREIGHT LLC,K299,CON,CONTRACT FLEET,Trucklo
RM813469,X,AMG EXPRESS,AGXB,CON,CONTRACT FLEET,Trucklo
RM813558,A,EAGLE TRANSPORTS LLC,0622,CON,CONTRACT FLEET,Trucklo
RM81359,A,ALPHAWEST TRANSPORT- INC,X129,CON,CONTRACT FLEET,Trucklo
